value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
cart with small tank/drum,water,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to septic tank,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
other,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
ventilated improved pit latrine (vip),toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to pit (latrine),toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab/open pit,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to somewhere else,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
no facilities or bush or field,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to unknown place/not sure/dk where,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
hanging toilet/hanging latrine,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
composting toilet,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
bucket,toilets,Suriname MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
NAN,ynm,Suriname MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Suriname MICS 2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
no,ynm,Suriname MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
yes,attended,Suriname MICS 2006 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
voj (secondary),school,Suriname MICS 2006 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
voortgezet speciaal onderwijs (secondary special ed),school,Suriname MICS 2006 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
vos (high school),school,Suriname MICS 2006 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
yes,ynm,Suriname MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
dk,school,Suriname_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
1,ynm,Suriname_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Suriname_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Suriname_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Suriname_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
missing,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
missing,attended,Suriname_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
higher education,school,Suriname_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
missing,school,Suriname_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
2,ynm,Suriname_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Suriname_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Suriname_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Suriname_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,attended,Suriname_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
rural coastal,urban.rural,Suriname_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
rural interior,urban.rural,Suriname_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,school,Suriname_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
"other, not regular",school,Suriname_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
missing,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool,school,Suriname_MICS4_Datasets,,,,preschool,NAN,NAN,NAN,NAN
no,attended,Suriname_MICS4_Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
primary school,school,Suriname_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
"primary school special education (mlk, zmlk, mythyl)",school,Suriname_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
bricks,wall,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
stone with lime / cement,wall,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
wood planks / shingles,wall,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
cement,wall,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
plywood,wall,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
reused wood,wall,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cardboard,wall,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
missing,wall,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
stone with mud,wall,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
covered adobe,wall,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cane/palm/trunks,wall,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
no walls,wall,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
ceramic tiles,floor,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
parquet or polished wood,floor,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
wood planks,floor,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
carpet,floor,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
other,floor,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
vinyl or asphalt strips,floor,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
earth / sand,floor,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
palm / bamboo,floor,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
missing,floor,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
dung,floor,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
piped into dwelling,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,0,0
"piped into compound, yard or plot",water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,0,0
bottled water,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,0,0
rainwater collection,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,1
piped to neighbour,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,0
protected well,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,0
public tap / standpipe,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,0
protected spring,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,0
tanker-truck,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,1
unprotected well,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,1
cart with small tank / drum,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,1
unprotected spring,water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,1
"surface water (river, stream, dam, lake, pond, canal, irrigation channel)",water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,1
"tube well, borehole",water,Suriname_MICS4_Datasets,,,,,FALSE,NAN,1,0
flush to septic tank,toilets,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to piped sewer system,toilets,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
flush to pit (latrine),toilets,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
other,toilets,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine without slab / open pit,toilets,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
"no facility, bush, field",toilets,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Suriname_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
flush to somewhere else,toilets,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
bucket,toilets,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
composting toilet,toilets,Suriname_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
"hanging toilet, hanging latrine",toilets,Suriname_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
NAN,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Suriname_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Suriname_MICS4_Datasets,1,,,,NAN,NAN,NAN,NAN
"secondary junior education(mulo, lbgo, lts)",school,Suriname_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
"secondary senior education (havo, vwo, imeo, natin)",school,Suriname_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
secondary special education,school,Suriname_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Suriname_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
yes,attended,Suriname_MICS4_Datasets,,,1,,NAN,NAN,NAN,NAN
yes,ynm,Suriname_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
dk,school,Swaziland_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
1,ynm,Swaziland_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Swaziland_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
high,school,Swaziland_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
1,ynm,Swaziland_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Swaziland_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
missing,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
missing,attended,Swaziland_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,school,Swaziland_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
2,ynm,Swaziland_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Swaziland_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Swaziland_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Swaziland_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
rural,urban.rural,Swaziland_MICS4_Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,attended,Swaziland_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,school,Swaziland_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
missing,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool,school,Swaziland_MICS4_Datasets,,,,preschool,NAN,NAN,NAN,NAN
no,attended,Swaziland_MICS4_Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
primary,school,Swaziland_MICS4_Datasets,,,,primary,NAN,NAN,NAN,NAN
bricks,wall,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
cement blocks,wall,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
stick-mud,wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cement,wall,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
stone with mud,wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
wood planks / shingles,wall,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
covered adobe (plastered mud bricks),wall,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
stone with lime / cement,wall,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
plywood (off cuts),wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
missing,wall,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
grass,wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
reused wood,wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cane/palm/trunks,wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
uncovered adobe (mud bricks),wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cardboard/ carton,wall,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
ceramic tiles,floor,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
carpet,floor,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
dung,floor,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
parquet or polished wood,floor,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
vinyl or asphalt strips,floor,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
earth / sand,floor,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
wood planks,floor,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,floor,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
missing,floor,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
piped into dwelling,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,0,0
unprotected spring,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,1
"piped into compound, yard or plot",water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,0,0
"surface water (river, stream, dam, lake, pond, canal, irrigation channel)",water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,1
public tap / standpipe,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,1
protected well,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,0
protected spring,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,0
piped to neighbour,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,0
cart with small tank / drum,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,1
"tube well, borehole",water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,0
bottled water,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,0,0
tanker-truck,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,1
rainwater collection,water,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,1,1
flush to septic tank,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine with slab,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
ventilated improved pit latrine (vip),toilets,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab / open pit,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
"no facility, bush, field",toilets,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
flush to piped sewer system,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to pit (latrine),toilets,Swaziland_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
bucket,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
other,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to somewhere else,toilets,Swaziland_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
NAN,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Swaziland_MICS4_Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Swaziland_MICS4_Datasets,1,,,,NAN,NAN,NAN,NAN
secondary,school,Swaziland_MICS4_Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Swaziland_MICS4_Datasets,,0,,,NAN,NAN,NAN,NAN
tertiary,school,Swaziland_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
yes,attended,Swaziland_MICS4_Datasets,,,1,,NAN,NAN,NAN,NAN
yes,ynm,Swaziland_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
academy,school,Syria MICS 2006 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
dk,school,Syria MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
1,ynm,Syria MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Syria MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Syria MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Syria MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
missing,attended,Syria MICS 2006 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,school,Syria MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
2,ynm,Syria MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Syria MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Syria MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Syria MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
rural,urban.rural,Syria MICS 2006 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,attended,Syria MICS 2006 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,school,Syria MICS 2006 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
preparatory,school,Syria MICS 2006 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,attended,Syria MICS 2006 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
preschool/kindergarten,school,Syria MICS 2006 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Syria MICS 2006 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
stone with lime/cement,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
stone with mud,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
cement,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
cement blocks,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
covered adobe,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks/shingles,wall,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement,floor,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
earth/sand,floor,Syria MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,floor,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks,floor,Syria MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
piped into dwelling,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,0,0
piped into yard or plot,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,0,0
tanker-truck,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
cart with small tank/drum,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
public tap/standpipe,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
protected well,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
protected spring,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
rainwater collection,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
tubewell/borehole,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,0
bottled water,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,0,0
unprotected spring,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
surface water,water,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to septic tank,toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
no facilities or bush or field,toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
ventilated improved pit latrine (vip),toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine without slab/open pit,toilets,Syria MICS 2006 SPSS Datasets,,,,,FALSE,1,NAN,NAN
NAN,ynm,Syria MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Syria MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Syria MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Syria MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Syria MICS 2006 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Syria MICS 2006 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
secondary,school,Syria MICS 2006 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Syria MICS 2006 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
univercityand high,school,Syria MICS 2006 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
yes,attended,Syria MICS 2006 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
yes,ynm,Syria MICS 2006 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
dk,school,Tajikistan MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
1,ynm,Tajikistan MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Tajikistan MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Tajikistan MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Tajikistan MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
higher,school,Tajikistan MICS 2005 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
2,ynm,Tajikistan MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Tajikistan MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Tajikistan MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Tajikistan MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
rural,urban.rural,Tajikistan MICS 2005 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
NAN,attended,Tajikistan MICS 2005 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,school,Tajikistan MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
non-standard curriculum,school,Tajikistan MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
no,attended,Tajikistan MICS 2005 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Tajikistan MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
preschool/kindergarten,school,Tajikistan MICS 2005 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
