Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Upper East Region,Kassena-Nankana-West,Hospital services,0,"62,932","276,000","338,932",0,0,0,0,0,0,0,0,0,"202,800","371,626","574,426","913,358"
Upper East Region,Kassena-Nankana-West,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Agriculture,"575,496","175,125","80,000","830,621",0,0,0,0,0,0,0,0,0,0,"1,939,660","1,939,660","2,770,281"
Upper East Region,Kassena-Nankana-West,,"575,496","175,125","80,000","830,621",0,0,0,0,0,0,0,0,0,0,"1,939,660","1,939,660","2,770,281"
Upper East Region,Kassena-Nankana-West,Physical Planning,"31,760","107,904","18,000","157,664",0,0,0,0,0,0,0,0,0,0,0,0,"157,664"
Upper East Region,Kassena-Nankana-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Town and Country Planning,"19,865","107,904","18,000","145,769",0,0,0,0,0,0,0,0,0,0,0,0,"145,769"
Upper East Region,Kassena-Nankana-West,Parks and Gardens,"11,895",0,0,"11,895",0,0,0,0,0,0,0,0,0,0,0,0,"11,895"
Upper East Region,Kassena-Nankana-West,Social Welfare & Community Development,"220,752","66,826",0,"287,578",0,0,0,0,0,0,0,0,0,0,0,0,"287,578"
Upper East Region,Kassena-Nankana-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Social Welfare,"30,879","60,200",0,"91,078",0,0,0,0,0,0,0,0,0,0,0,0,"91,078"
Upper East Region,Kassena-Nankana-West,Community Development,"189,873","6,627",0,"196,500",0,0,0,0,0,0,0,0,0,0,0,0,"196,500"
Upper East Region,Kassena-Nankana-West,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Works,"48,625","18,401","143,000","210,026",0,0,0,0,0,0,0,0,0,"35,545","1,275,235","1,310,780","1,520,806"
Upper East Region,Kassena-Nankana-West,Office of Departmental Head,"48,625",0,0,"48,625",0,0,0,0,0,0,0,0,0,0,0,0,"48,625"
Upper East Region,Kassena-Nankana-West,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Water,0,0,"78,000","78,000",0,0,0,0,0,0,0,0,0,"35,545","982,701","1,018,246","1,096,246"
Upper East Region,Kassena-Nankana-West,Feeder Roads,0,"18,401","65,000","83,401",0,0,0,0,0,0,0,0,0,0,"292,534","292,534","375,935"
Upper East Region,Kassena-Nankana-West,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,"Trade, Industry and Tourism","15,578","48,220","85,000","148,798",0,0,0,0,0,0,0,0,0,"77,661",0,"77,661","226,459"
Upper East Region,Kassena-Nankana-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Trade,"15,578","48,220","85,000","148,798",0,0,0,0,0,0,0,0,0,"77,661",0,"77,661","226,459"
Upper East Region,Kassena-Nankana-West,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Disaster Prevention,0,"35,000",0,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,"35,000"
Upper East Region,Kassena-Nankana-West,,0,"35,000",0,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,"35,000"
Upper East Region,Kassena-Nankana-West,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Kassena-Nankana-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Multi Sectoral,"731,591","1,369,644","1,690,978","3,792,213",0,"70,030",0,"70,030",0,0,0,0,0,"69,940","1,691,005","1,760,945","5,623,188"
Upper East Region,Nabdam,Nabdam District-Nangodi Central,"731,591","1,369,644","1,690,978","3,792,213",0,"70,030",0,"70,030",0,0,0,0,0,"69,940","1,691,005","1,760,945","5,623,188"
Upper East Region,Nabdam,Central Administration,"210,342","296,989","890,000","1,397,331",0,"70,030",0,"70,030",0,0,0,0,0,"62,940",0,"62,940","1,530,301"
Upper East Region,Nabdam,Administration (Assembly Office),"210,342","296,989","890,000","1,397,331",0,"70,030",0,"70,030",0,0,0,0,0,"62,940",0,"62,940","1,530,301"
Upper East Region,Nabdam,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,"Education, Youth and Sports",0,"310,118","340,000","650,118",0,0,0,0,0,0,0,0,0,0,"135,503","135,503","785,621"
Upper East Region,Nabdam,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Education,0,"310,118","340,000","650,118",0,0,0,0,0,0,0,0,0,0,"135,503","135,503","785,621"
Upper East Region,Nabdam,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Health,"114,404","15,000","410,000","539,404",0,0,0,0,0,0,0,0,0,0,"335,503","335,503","874,907"
Upper East Region,Nabdam,Office of District Medical Officer of Health,0,"5,000","400,000","405,000",0,0,0,0,0,0,0,0,0,0,"335,503","335,503","740,503"
Upper East Region,Nabdam,Environmental Health Unit,"114,404","10,000","10,000","134,404",0,0,0,0,0,0,0,0,0,0,0,0,"134,404"
Upper East Region,Nabdam,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Agriculture,"225,342","45,075","10,000","280,417",0,0,0,0,0,0,0,0,0,0,0,0,"280,417"
Upper East Region,Nabdam,,"225,342","45,075","10,000","280,417",0,0,0,0,0,0,0,0,0,0,0,0,"280,417"
Upper East Region,Nabdam,Physical Planning,0,"655,261","20,978","676,239",0,0,0,0,0,0,0,0,0,0,0,0,"676,239"
Upper East Region,Nabdam,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Town and Country Planning,0,"655,261","20,978","676,239",0,0,0,0,0,0,0,0,0,0,0,0,"676,239"
Upper East Region,Nabdam,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Social Welfare & Community Development,"143,210","47,201",0,"190,411",0,0,0,0,0,0,0,0,0,0,0,0,"190,411"
Upper East Region,Nabdam,Office of Departmental Head,0,"39,699",0,"39,699",0,0,0,0,0,0,0,0,0,0,0,0,"39,699"
Upper East Region,Nabdam,Social Welfare,0,"1,414",0,"1,414",0,0,0,0,0,0,0,0,0,0,0,0,"1,414"
Upper East Region,Nabdam,Community Development,"143,210","6,088",0,"149,297",0,0,0,0,0,0,0,0,0,0,0,0,"149,297"
Upper East Region,Nabdam,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Works,"38,292",0,"20,000","58,292",0,0,0,0,0,0,0,0,0,"7,000","1,220,000","1,227,000","1,285,292"
Upper East Region,Nabdam,Office of Departmental Head,"38,292",0,0,"38,292",0,0,0,0,0,0,0,0,0,0,0,0,"38,292"
Upper East Region,Nabdam,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Water,0,0,"20,000","20,000",0,0,0,0,0,0,0,0,0,"7,000","300,000","307,000","327,000"
Upper East Region,Nabdam,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"920,000","920,000","920,000"
Upper East Region,Nabdam,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Nabdam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Multi Sectoral,"760,806","2,300,182","1,567,464","4,628,452",0,"242,650",0,"242,650",0,0,0,0,0,"90,017","3,434,225","3,524,242","8,395,344"
Upper East Region,Pusiga,Pusiga District-Pusiga,"760,806","2,300,182","1,567,464","4,628,452",0,"242,650",0,"242,650",0,0,0,0,0,"90,017","3,434,225","3,524,242","8,395,344"
Upper East Region,Pusiga,Central Administration,"250,007","906,528","584,443","1,740,978",0,"232,650",0,"232,650",0,0,0,0,0,"45,000","53,519","98,519","2,072,147"
Upper East Region,Pusiga,Administration (Assembly Office),"250,007","906,528","584,443","1,740,978",0,"232,650",0,"232,650",0,0,0,0,0,"45,000","53,519","98,519","2,072,147"
Upper East Region,Pusiga,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,"Education, Youth and Sports",0,"1,072,194","330,000","1,402,194",0,0,0,0,0,0,0,0,0,0,"54,000","54,000","1,456,194"
Upper East Region,Pusiga,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Education,0,"1,072,194","330,000","1,402,194",0,0,0,0,0,0,0,0,0,0,"54,000","54,000","1,456,194"
Upper East Region,Pusiga,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Health,"122,798","197,333","244,074","564,205",0,0,0,0,0,0,0,0,0,"19,000","725,832","744,832","1,309,036"
Upper East Region,Pusiga,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Environmental Health Unit,"122,798","148,333","124,074","395,205",0,0,0,0,0,0,0,0,0,"9,000","275,832","284,832","680,036"
Upper East Region,Pusiga,Hospital services,0,"49,000","120,000","169,000",0,0,0,0,0,0,0,0,0,"10,000","450,000","460,000","629,000"
Upper East Region,Pusiga,Waste Management,0,0,0,0,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,"10,000"
Upper East Region,Pusiga,,0,0,0,0,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,"10,000"
Upper East Region,Pusiga,Agriculture,"155,752","77,851","57,815","291,418",0,0,0,0,0,0,0,0,0,"26,017","550,000","576,017","867,435"
Upper East Region,Pusiga,,"155,752","77,851","57,815","291,418",0,0,0,0,0,0,0,0,0,"26,017","550,000","576,017","867,435"
Upper East Region,Pusiga,Physical Planning,"9,027","2,904",0,"11,931",0,0,0,0,0,0,0,0,0,0,0,0,"11,931"
Upper East Region,Pusiga,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Town and Country Planning,"9,027",0,0,"9,027",0,0,0,0,0,0,0,0,0,0,0,0,"9,027"
Upper East Region,Pusiga,Parks and Gardens,0,"2,904",0,"2,904",0,0,0,0,0,0,0,0,0,0,0,0,"2,904"
Upper East Region,Pusiga,Social Welfare & Community Development,"159,643","13,002",0,"172,645",0,0,0,0,0,0,0,0,0,0,0,0,"172,645"
Upper East Region,Pusiga,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Social Welfare,"14,230","6,914",0,"21,144",0,0,0,0,0,0,0,0,0,0,0,0,"21,144"
Upper East Region,Pusiga,Community Development,"145,414","6,088",0,"151,501",0,0,0,0,0,0,0,0,0,0,0,0,"151,501"
Upper East Region,Pusiga,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Works,"63,579","28,370","351,132","443,081",0,0,0,0,0,0,0,0,0,0,"2,050,873","2,050,873","2,493,955"
Upper East Region,Pusiga,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Public Works,"63,579",0,0,"63,579",0,0,0,0,0,0,0,0,0,0,0,0,"63,579"
Upper East Region,Pusiga,Water,0,"7,000","10,000","17,000",0,0,0,0,0,0,0,0,0,0,"1,850,873","1,850,873","1,867,873"
Upper East Region,Pusiga,Feeder Roads,0,"21,370","341,132","362,502",0,0,0,0,0,0,0,0,0,0,"200,000","200,000","562,502"
Upper East Region,Pusiga,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Disaster Prevention,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
Upper East Region,Pusiga,,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000"
Upper East Region,Pusiga,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Pusiga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Multi Sectoral,"1,575,637","1,290,069","1,979,650","4,845,356",0,"84,000",0,"84,000",0,0,0,0,0,"522,640","6,357,039","6,879,679","11,809,035"
Upper East Region,Talensi,Talensi District - Tongo,"1,575,637","1,290,069","1,979,650","4,845,356",0,"84,000",0,"84,000",0,0,0,0,0,"522,640","6,357,039","6,879,679","11,809,035"
Upper East Region,Talensi,Central Administration,"600,319","814,000","360,923","1,775,242",0,"84,000",0,"84,000",0,0,0,0,0,"198,640","7,324","205,964","2,065,206"
Upper East Region,Talensi,Administration (Assembly Office),"600,319","814,000","360,923","1,775,242",0,"84,000",0,"84,000",0,0,0,0,0,"198,640","7,324","205,964","2,065,206"
Upper East Region,Talensi,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,"Education, Youth and Sports",0,"344,124","1,009,695","1,353,819",0,0,0,0,0,0,0,0,0,0,"357,201","357,201","1,711,020"
Upper East Region,Talensi,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Education,0,"344,124","1,009,695","1,353,819",0,0,0,0,0,0,0,0,0,0,"357,201","357,201","1,711,020"
Upper East Region,Talensi,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Health,"154,190","19,000","302,757","475,947",0,0,0,0,0,0,0,0,0,0,"691,959","691,959","1,167,906"
Upper East Region,Talensi,Office of District Medical Officer of Health,0,"10,000","234,757","244,757",0,0,0,0,0,0,0,0,0,0,"537,726","537,726","782,483"
Upper East Region,Talensi,Environmental Health Unit,"154,190","9,000","68,000","231,190",0,0,0,0,0,0,0,0,0,0,"154,233","154,233","385,423"
Upper East Region,Talensi,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Agriculture,"482,296","45,602","20,000","547,898",0,0,0,0,0,0,0,0,0,"324,000","451,629","775,629","1,323,527"
Upper East Region,Talensi,,"482,296","45,602","20,000","547,898",0,0,0,0,0,0,0,0,0,"324,000","451,629","775,629","1,323,527"
Upper East Region,Talensi,Physical Planning,"20,656","2,904","3,000","26,560",0,0,0,0,0,0,0,0,0,0,0,0,"26,560"
Upper East Region,Talensi,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Town and Country Planning,"20,656","2,904","3,000","26,560",0,0,0,0,0,0,0,0,0,0,0,0,"26,560"
Upper East Region,Talensi,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Social Welfare & Community Development,"189,467","47,002","4,275","240,744",0,0,0,0,0,0,0,0,0,0,0,0,"240,744"
Upper East Region,Talensi,Office of Departmental Head,0,"6,914","2,175","9,089",0,0,0,0,0,0,0,0,0,0,0,0,"9,089"
Upper East Region,Talensi,Social Welfare,"26,332","34,000",0,"60,332",0,0,0,0,0,0,0,0,0,0,0,0,"60,332"
Upper East Region,Talensi,Community Development,"163,135","6,088","2,100","171,323",0,0,0,0,0,0,0,0,0,0,0,0,"171,323"
Upper East Region,Talensi,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Works,"122,598","17,437","279,000","419,035",0,0,0,0,0,0,0,0,0,0,"4,848,926","4,848,926","5,267,961"
Upper East Region,Talensi,Office of Departmental Head,0,"17,437","10,000","27,437",0,0,0,0,0,0,0,0,0,0,0,0,"27,437"
Upper East Region,Talensi,Public Works,"122,598",0,0,"122,598",0,0,0,0,0,0,0,0,0,0,0,0,"122,598"
Upper East Region,Talensi,Water,0,0,"149,000","149,000",0,0,0,0,0,0,0,0,0,0,"4,057,181","4,057,181","4,206,181"
Upper East Region,Talensi,Feeder Roads,0,0,"120,000","120,000",0,0,0,0,0,0,0,0,0,0,"791,745","791,745","911,745"
Upper East Region,Talensi,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper East Region,Talensi,Birth and Death,"6,111",0,0,"6,111",0,0,0,0,0,0,0,0,0,0,0,0,"6,111"
Upper East Region,Talensi,,"6,111",0,0,"6,111",0,0,0,0,0,0,0,0,0,0,0,0,"6,111"
Upper West Region,Daffiama-Issa,Multi Sectoral,"502,490","1,136,174","1,925,419","3,564,082","19,105","54,199","2,700","76,004",0,0,0,0,0,"1,461,278","2,117,485","3,578,763","7,252,639"
Upper West Region,Daffiama-Issa,Dafiama Bussie Issa District-Issa,"502,490","1,136,174","1,925,419","3,564,082","19,105","54,199","2,700","76,004",0,0,0,0,0,"1,461,278","2,117,485","3,578,763","7,252,639"
Upper West Region,Daffiama-Issa,Central Administration,"410,464","557,323","1,661,875","2,629,662","19,105","54,199","2,700","76,004",0,0,0,0,0,"97,612","113,000","210,612","2,950,067"
Upper West Region,Daffiama-Issa,Administration (Assembly Office),"410,464","557,323","1,661,875","2,629,662","19,105","54,199","2,700","76,004",0,0,0,0,0,"97,612","113,000","210,612","2,950,067"
Upper West Region,Daffiama-Issa,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,"Education, Youth and Sports",0,"42,749","110,000","152,749",0,0,0,0,0,0,0,0,0,"1,137,435","196,975","1,334,410","1,487,159"
Upper West Region,Daffiama-Issa,Office of Departmental Head,0,"42,749","110,000","152,749",0,0,0,0,0,0,0,0,0,"1,137,435","196,975","1,334,410","1,487,159"
Upper West Region,Daffiama-Issa,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Health,0,"455,379","153,544","608,924",0,0,0,0,0,0,0,0,0,"203,786","364,760","568,546","1,177,470"
Upper West Region,Daffiama-Issa,Office of District Medical Officer of Health,0,"416,348","138,513","554,862",0,0,0,0,0,0,0,0,0,"203,786","364,760","568,546","1,123,408"
Upper West Region,Daffiama-Issa,Environmental Health Unit,0,"39,031","15,031","54,062",0,0,0,0,0,0,0,0,0,0,0,0,"54,062"
Upper West Region,Daffiama-Issa,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Agriculture,0,"62,479",0,"62,479",0,0,0,0,0,0,0,0,0,"22,445","650,000","672,445","734,924"
Upper West Region,Daffiama-Issa,,0,"62,479",0,"62,479",0,0,0,0,0,0,0,0,0,"22,445","650,000","672,445","734,924"
Upper West Region,Daffiama-Issa,Physical Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Town and Country Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper West Region,Daffiama-Issa,Social Welfare & Community Development,"92,026","18,243",0,"110,269",0,0,0,0,0,0,0,0,0,0,"82,750","82,750","193,019"
