Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Ashanti Region,Ahafo-Ano-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Public Works,"108,909",0,0,"108,909",0,0,0,0,0,0,0,0,0,0,0,0,"108,909"
Ashanti Region,Ahafo-Ano-South,Water,"18,050",0,0,"18,050",0,0,0,0,0,0,0,0,0,0,0,0,"18,050"
Ashanti Region,Ahafo-Ano-South,Feeder Roads,"16,041","7,290","100,000","123,331",0,0,0,0,0,0,0,0,0,0,0,0,"123,331"
Ashanti Region,Ahafo-Ano-South,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,"Trade, Industry and Tourism","17,748",0,0,"17,748",0,0,0,0,0,0,0,0,0,0,0,0,"17,748"
Ashanti Region,Ahafo-Ano-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Trade,"17,748",0,0,"17,748",0,0,0,0,0,0,0,0,0,0,0,0,"17,748"
Ashanti Region,Ahafo-Ano-South,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Disaster Prevention,0,"65,000",0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
Ashanti Region,Ahafo-Ano-South,,0,"65,000",0,"65,000",0,0,0,0,0,0,0,0,0,0,0,0,"65,000"
Ashanti Region,Ahafo-Ano-South,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ahafo-Ano-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Multi Sectoral,"1,138,142","2,086,570","1,562,179","4,786,891","72,172","387,557","26,210","485,939",0,0,0,0,0,"44,947","435,000","479,947","5,752,777"
Ashanti Region,Amansie-Central,Amansie Central District - Jacobu,"1,138,142","2,086,570","1,562,179","4,786,891","72,172","387,557","26,210","485,939",0,0,0,0,0,"44,947","435,000","479,947","5,752,777"
Ashanti Region,Amansie-Central,Central Administration,"423,827","433,869","60,000","917,695","72,172","384,557",0,"456,729",0,0,0,0,0,"44,947",0,"44,947","1,419,371"
Ashanti Region,Amansie-Central,Administration (Assembly Office),"423,827","433,869","60,000","917,695","72,172","384,557",0,"456,729",0,0,0,0,0,"44,947",0,"44,947","1,419,371"
Ashanti Region,Amansie-Central,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Finance,"115,410",0,0,"115,410",0,0,0,0,0,0,0,0,0,0,0,0,"115,410"
Ashanti Region,Amansie-Central,,"115,410",0,0,"115,410",0,0,0,0,0,0,0,0,0,0,0,0,"115,410"
Ashanti Region,Amansie-Central,"Education, Youth and Sports",0,"774,093","187,709","961,802",0,0,"26,210","26,210",0,0,0,0,0,0,"435,000","435,000","1,423,012"
Ashanti Region,Amansie-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Education,0,"768,093","187,709","955,802",0,0,"26,210","26,210",0,0,0,0,0,0,"435,000","435,000","1,417,012"
Ashanti Region,Amansie-Central,Sports,0,"6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000"
Ashanti Region,Amansie-Central,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Health,"81,087","576,084","310,000","967,171",0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,"970,171"
Ashanti Region,Amansie-Central,Office of District Medical Officer of Health,0,"27,001","260,000","287,001",0,"1,000",0,"1,000",0,0,0,0,0,0,0,0,"288,001"
Ashanti Region,Amansie-Central,Environmental Health Unit,"81,087","549,082","50,000","680,170",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"682,170"
Ashanti Region,Amansie-Central,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Agriculture,"348,777","53,065",0,"401,842",0,0,0,0,0,0,0,0,0,0,0,0,"401,842"
Ashanti Region,Amansie-Central,,"348,777","53,065",0,"401,842",0,0,0,0,0,0,0,0,0,0,0,0,"401,842"
Ashanti Region,Amansie-Central,Physical Planning,"17,640","2,904","50,000","70,544",0,0,0,0,0,0,0,0,0,0,0,0,"70,544"
Ashanti Region,Amansie-Central,Office of Departmental Head,0,"2,904","50,000","52,904",0,0,0,0,0,0,0,0,0,0,0,0,"52,904"
Ashanti Region,Amansie-Central,Town and Country Planning,"17,640",0,0,"17,640",0,0,0,0,0,0,0,0,0,0,0,0,"17,640"
Ashanti Region,Amansie-Central,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Social Welfare & Community Development,"75,532","87,519",0,"163,051",0,0,0,0,0,0,0,0,0,0,0,0,"163,051"
Ashanti Region,Amansie-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Social Welfare,"25,716","70,892",0,"96,608",0,0,0,0,0,0,0,0,0,0,0,0,"96,608"
Ashanti Region,Amansie-Central,Community Development,"49,816","16,627",0,"66,442",0,0,0,0,0,0,0,0,0,0,0,0,"66,442"
Ashanti Region,Amansie-Central,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Works,"75,868","136,038","949,470","1,161,376",0,0,0,0,0,0,0,0,0,0,0,0,"1,161,376"
Ashanti Region,Amansie-Central,Office of Departmental Head,"75,868","135,007","614,231","825,107",0,0,0,0,0,0,0,0,0,0,0,0,"825,107"
Ashanti Region,Amansie-Central,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Feeder Roads,0,"1,031","335,239","336,270",0,0,0,0,0,0,0,0,0,0,0,0,"336,270"
Ashanti Region,Amansie-Central,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Disaster Prevention,0,"23,000","5,000","28,000",0,0,0,0,0,0,0,0,0,0,0,0,"28,000"
Ashanti Region,Amansie-Central,,0,"23,000","5,000","28,000",0,0,0,0,0,0,0,0,0,0,0,0,"28,000"
Ashanti Region,Amansie-Central,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Multi Sectoral,"1,014,825","2,812,152","1,540,512","5,367,489",0,"460,000","40,000","500,000",0,0,0,0,0,"338,349","573,914","912,263","6,779,752"
Ashanti Region,Amansie-West,Amansie West District - Manso Nkwanta,"1,014,825","2,812,152","1,540,512","5,367,489",0,"460,000","40,000","500,000",0,0,0,0,0,"338,349","573,914","912,263","6,779,752"
Ashanti Region,Amansie-West,Central Administration,"351,856","799,713","954,512","2,106,081",0,"460,000","40,000","500,000",0,0,0,0,0,"62,720","220,914","283,634","2,889,716"
Ashanti Region,Amansie-West,Administration (Assembly Office),"351,856","799,713","954,512","2,106,081",0,"460,000","40,000","500,000",0,0,0,0,0,"62,720","220,914","283,634","2,889,716"
Ashanti Region,Amansie-West,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,"Education, Youth and Sports",0,"994,057","436,000","1,430,057",0,0,0,0,0,0,0,0,0,"50,000","97,000","147,000","1,577,057"
Ashanti Region,Amansie-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Education,0,"994,057","436,000","1,430,057",0,0,0,0,0,0,0,0,0,"50,000","97,000","147,000","1,577,057"
Ashanti Region,Amansie-West,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Health,"74,481","43,204",0,"117,685",0,0,0,0,0,0,0,0,0,"43,000","122,000","165,000","282,685"
Ashanti Region,Amansie-West,Office of District Medical Officer of Health,0,"23,204",0,"23,204",0,0,0,0,0,0,0,0,0,0,"122,000","122,000","145,204"
Ashanti Region,Amansie-West,Environmental Health Unit,"74,481","20,000",0,"94,481",0,0,0,0,0,0,0,0,0,"43,000",0,"43,000","137,481"
Ashanti Region,Amansie-West,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Waste Management,0,"568,311",0,"568,311",0,0,0,0,0,0,0,0,0,0,0,0,"568,311"
Ashanti Region,Amansie-West,,0,"568,311",0,"568,311",0,0,0,0,0,0,0,0,0,0,0,0,"568,311"
Ashanti Region,Amansie-West,Agriculture,"402,444","36,561",0,"439,005",0,0,0,0,0,0,0,0,0,"32,629",0,"32,629","471,634"
Ashanti Region,Amansie-West,,"402,444","36,561",0,"439,005",0,0,0,0,0,0,0,0,0,"32,629",0,"32,629","471,634"
Ashanti Region,Amansie-West,Physical Planning,0,"3,147",0,"3,147",0,0,0,0,0,0,0,0,0,0,0,0,"3,147"
Ashanti Region,Amansie-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Town and Country Planning,0,"3,147",0,"3,147",0,0,0,0,0,0,0,0,0,0,0,0,"3,147"
Ashanti Region,Amansie-West,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Social Welfare & Community Development,"83,658","76,963",0,"160,621",0,0,0,0,0,0,0,0,0,0,0,0,"160,621"
Ashanti Region,Amansie-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Social Welfare,"19,585","76,963",0,"96,548",0,0,0,0,0,0,0,0,0,0,0,0,"96,548"
Ashanti Region,Amansie-West,Community Development,"64,074",0,0,"64,074",0,0,0,0,0,0,0,0,0,0,0,0,"64,074"
Ashanti Region,Amansie-West,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Works,"71,095","270,196","150,000","491,291",0,0,0,0,0,0,0,0,0,"150,000","134,000","284,000","775,291"
Ashanti Region,Amansie-West,Office of Departmental Head,"71,095","34,000","150,000","255,095",0,0,0,0,0,0,0,0,0,0,"134,000","134,000","389,095"
Ashanti Region,Amansie-West,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Feeder Roads,0,"236,196",0,"236,196",0,0,0,0,0,0,0,0,0,"150,000",0,"150,000","386,196"
Ashanti Region,Amansie-West,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,"Trade, Industry and Tourism","31,290",0,0,"31,290",0,0,0,0,0,0,0,0,0,0,0,0,"31,290"
Ashanti Region,Amansie-West,Office of Departmental Head,"31,290",0,0,"31,290",0,0,0,0,0,0,0,0,0,0,0,0,"31,290"
Ashanti Region,Amansie-West,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Disaster Prevention,0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
Ashanti Region,Amansie-West,,0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000"
Ashanti Region,Amansie-West,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Amansie-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Multi Sectoral,"2,341,675","1,849,755","1,654,397","5,845,827","119,328","509,226","40,000","668,554",0,0,0,0,0,"273,360","701,712","975,072","7,489,453"
Ashanti Region,Asante-Akim-Central,Asante Akim Central Municipal - Konongo,"2,341,675","1,849,755","1,654,397","5,845,827","119,328","509,226","40,000","668,554",0,0,0,0,0,"273,360","701,712","975,072","7,489,453"
Ashanti Region,Asante-Akim-Central,Central Administration,"714,249","1,102,721","596,041","2,413,011","119,328","506,026","10,000","635,354",0,0,0,0,0,"86,990","113,712","200,702","3,249,067"
Ashanti Region,Asante-Akim-Central,Administration (Assembly Office),"714,249","1,102,721","596,041","2,413,011","119,328","506,026","10,000","635,354",0,0,0,0,0,"86,990","113,712","200,702","3,249,067"
Ashanti Region,Asante-Akim-Central,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Finance,"289,580",0,0,"289,580",0,0,0,0,0,0,0,0,0,0,0,0,"289,580"
Ashanti Region,Asante-Akim-Central,,"289,580",0,0,"289,580",0,0,0,0,0,0,0,0,0,0,0,0,"289,580"
Ashanti Region,Asante-Akim-Central,"Education, Youth and Sports",0,"465,017","534,356","999,373",0,0,"30,000","30,000",0,0,0,0,0,0,"288,000","288,000","1,317,373"
Ashanti Region,Asante-Akim-Central,Office of Departmental Head,0,"465,017","534,356","999,373",0,0,"30,000","30,000",0,0,0,0,0,0,"288,000","288,000","1,317,373"
Ashanti Region,Asante-Akim-Central,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Health,"333,246","37,009","415,000","785,255",0,0,0,0,0,0,0,0,0,0,0,0,"785,255"
Ashanti Region,Asante-Akim-Central,Office of District Medical Officer of Health,0,"37,009","415,000","452,009",0,0,0,0,0,0,0,0,0,0,0,0,"452,009"
Ashanti Region,Asante-Akim-Central,Environmental Health Unit,"333,246",0,0,"333,246",0,0,0,0,0,0,0,0,0,0,0,0,"333,246"
Ashanti Region,Asante-Akim-Central,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Agriculture,"502,094","163,390",0,"665,483",0,"3,200",0,"3,200",0,0,0,0,0,"16,370",0,"16,370","685,053"
Ashanti Region,Asante-Akim-Central,,"502,094","163,390",0,"665,483",0,"3,200",0,"3,200",0,0,0,0,0,"16,370",0,"16,370","685,053"
Ashanti Region,Asante-Akim-Central,Physical Planning,"133,561","22,664",0,"156,224",0,0,0,0,0,0,0,0,0,0,0,0,"156,224"
Ashanti Region,Asante-Akim-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Town and Country Planning,"109,442","22,664",0,"132,105",0,0,0,0,0,0,0,0,0,0,0,0,"132,105"
Ashanti Region,Asante-Akim-Central,Parks and Gardens,"24,119",0,0,"24,119",0,0,0,0,0,0,0,0,0,0,0,0,"24,119"
Ashanti Region,Asante-Akim-Central,Social Welfare & Community Development,"214,094","43,955",0,"258,050",0,0,0,0,0,0,0,0,0,"20,000",0,"20,000","278,050"
Ashanti Region,Asante-Akim-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Social Welfare,"89,672","33,853",0,"123,525",0,0,0,0,0,0,0,0,0,"20,000",0,"20,000","143,525"
Ashanti Region,Asante-Akim-Central,Community Development,"124,422","10,102",0,"134,525",0,0,0,0,0,0,0,0,0,0,0,0,"134,525"
Ashanti Region,Asante-Akim-Central,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Works,"154,851",0,"109,000","263,851",0,0,0,0,0,0,0,0,0,"150,000","300,000","450,000","713,851"
Ashanti Region,Asante-Akim-Central,Office of Departmental Head,"91,402",0,"109,000","200,402",0,0,0,0,0,0,0,0,0,"150,000",0,"150,000","350,402"
Ashanti Region,Asante-Akim-Central,Public Works,"63,449",0,0,"63,449",0,0,0,0,0,0,0,0,0,0,0,0,"63,449"
Ashanti Region,Asante-Akim-Central,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300,000","300,000","300,000"
Ashanti Region,Asante-Akim-Central,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Disaster Prevention,0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000"
Ashanti Region,Asante-Akim-Central,,0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000"
Ashanti Region,Asante-Akim-Central,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-Central,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Multi Sectoral,"790,625","1,788,963","1,961,000","4,540,588","86,960","216,240",0,"303,200",0,0,0,0,0,"79,574","506,154","585,728","5,437,836"
Ashanti Region,Asante-Akim-North,Asante Akim North District -Agogo,"790,625","1,788,963","1,961,000","4,540,588","86,960","216,240",0,"303,200",0,0,0,0,0,"79,574","506,154","585,728","5,437,836"
Ashanti Region,Asante-Akim-North,Central Administration,"287,396","744,739","431,000","1,463,135","86,960","208,240",0,"295,200",0,0,0,0,0,"48,640",0,"48,640","1,806,975"
Ashanti Region,Asante-Akim-North,Administration (Assembly Office),"287,396","744,739","431,000","1,463,135","86,960","208,240",0,"295,200",0,0,0,0,0,"48,640",0,"48,640","1,806,975"
Ashanti Region,Asante-Akim-North,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Finance,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Asante-Akim-North,,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Asante-Akim-North,"Education, Youth and Sports",0,"367,431","540,000","907,431",0,0,0,0,0,0,0,0,0,0,"506,154","506,154","1,413,585"
Ashanti Region,Asante-Akim-North,Office of Departmental Head,0,"367,431","540,000","907,431",0,0,0,0,0,0,0,0,0,0,"506,154","506,154","1,413,585"
Ashanti Region,Asante-Akim-North,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Health,"130,964","324,390","800,000","1,255,354",0,"8,000",0,"8,000",0,0,0,0,0,0,0,0,"1,263,354"
Ashanti Region,Asante-Akim-North,Office of District Medical Officer of Health,0,"24,390","250,000","274,390",0,0,0,0,0,0,0,0,0,0,0,0,"274,390"
Ashanti Region,Asante-Akim-North,Environmental Health Unit,"130,964","300,000","550,000","980,964",0,"8,000",0,"8,000",0,0,0,0,0,0,0,0,"988,964"
Ashanti Region,Asante-Akim-North,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Agriculture,"193,501","30,000",0,"223,501",0,0,0,0,0,0,0,0,0,"30,934",0,"30,934","254,435"
Ashanti Region,Asante-Akim-North,,"193,501","30,000",0,"223,501",0,0,0,0,0,0,0,0,0,"30,934",0,"30,934","254,435"
Ashanti Region,Asante-Akim-North,Physical Planning,0,"105,000",0,"105,000",0,0,0,0,0,0,0,0,0,0,0,0,"105,000"
Ashanti Region,Asante-Akim-North,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Town and Country Planning,0,"105,000",0,"105,000",0,0,0,0,0,0,0,0,0,0,0,0,"105,000"
Ashanti Region,Asante-Akim-North,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Social Welfare & Community Development,"120,963","67,403",0,"188,366",0,0,0,0,0,0,0,0,0,0,0,0,"188,366"
Ashanti Region,Asante-Akim-North,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Asante-Akim-North,Social Welfare,"36,457","56,316",0,"92,773",0,0,0,0,0,0,0,0,0,0,0,0,"92,773"
Ashanti Region,Asante-Akim-North,Community Development,"84,506","11,088",0,"95,593",0,0,0,0,0,0,0,0,0,0,0,0,"95,593"
