Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Development Revenues,Bukwo District,District Government,"11,950",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 567,Roads Rehabilitation Grant
Revenue,Development Revenues,Bukwo District,District Government,"94,433",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 567,Roads Rehabilitation Grant
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"70,192",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"70,192",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"323,643",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 567,Non Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"347,535",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 567,Non Wage
Expenditure,Development Expenditure,Bukwo District,District Government,"13,152",Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,"106,383",Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,0,Workplan 7a: Roads and Engineering,2013/14 Approved Budget,Vote: 567,Donor Development
Expenditure,Development Expenditure,Bukwo District,District Government,0,Workplan 7a: Roads and Engineering,2014/15 Proposed Budget,Vote: 567,Donor Development
Revenue,Recurrent Revenues,Bukwo District,District Government,"22,000",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Sanitation and Hygiene
Revenue,Recurrent Revenues,Bukwo District,District Government,"22,000",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Sanitation and Hygiene
Revenue,Recurrent Revenues,Bukwo District,District Government,"1,000",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukwo District,District Government,"1,000",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukwo District,District Government,"15,466",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"15,466",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"8,971",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukwo District,District Government,"10,286",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,"9,900",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukwo District,District Government,"8,209",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukwo District,District Government,490,Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Locally Raised Revenues
Revenue,Development Revenues,Bukwo District,District Government,490,Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Locally Raised Revenues
Revenue,Development Revenues,Bukwo District,District Government,"12,222",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,"6,274",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,"442,699",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Conditional transfer for Rural Water 
Revenue,Development Revenues,Bukwo District,District Government,"442,699",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Conditional transfer for Rural Water 
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"23,881",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"23,881",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"23,556",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Non Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"24,870",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Non Wage
Expenditure,Development Expenditure,Bukwo District,District Government,"465,312",Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,"457,672",Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,0,Workplan 7b: Water,2013/14 Approved Budget,Vote: 567,Donor Development
Expenditure,Development Expenditure,Bukwo District,District Government,0,Workplan 7b: Water,2014/15 Proposed Budget,Vote: 567,Donor Development
Revenue,Recurrent Revenues,Bukwo District,District Government,"52,579",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"52,579",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"1,600",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"1,600",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"3,000",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukwo District,District Government,"3,000",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukwo District,District Government,"1,024",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukwo District,District Government,580,Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukwo District,District Government,"23,599",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Bukwo District,District Government,"23,599",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Development Revenues,Bukwo District,District Government,"2,569",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,"6,247",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,364,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Locally Raised Revenues
Revenue,Development Revenues,Bukwo District,District Government,364,Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Locally Raised Revenues
Revenue,Development Revenues,Bukwo District,District Government,"3,636",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,LGMSD (Former LGDP)
Revenue,Development Revenues,Bukwo District,District Government,"1,923",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,LGMSD (Former LGDP)
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"52,579",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"52,579",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"29,223",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Non Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"28,779",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Non Wage
Expenditure,Development Expenditure,Bukwo District,District Government,"6,569",Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,"8,534",Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,0,Workplan 8: Natural Resources,2013/14 Approved Budget,Vote: 567,Donor Development
Expenditure,Development Expenditure,Bukwo District,District Government,0,Workplan 8: Natural Resources,2014/15 Proposed Budget,Vote: 567,Donor Development
Revenue,Recurrent Revenues,Bukwo District,District Government,,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukwo District,District Government,,Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Other Transfers from Central Government
Revenue,Recurrent Revenues,Bukwo District,District Government,"7,256",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Bukwo District,District Government,"7,256",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Bukwo District,District Government,"15,149",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Bukwo District,District Government,"15,149",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Bukwo District,District Government,"3,000",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"3,000",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"7,955",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Bukwo District,District Government,"7,955",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Bukwo District,District Government,"174,709",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukwo District,District Government,"214,830",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukwo District,District Government,"2,015",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Bukwo District,District Government,"2,015",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Bukwo District,District Government,"26,497",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"26,497",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"5,000",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Locally Raised Revenues
Revenue,Recurrent Revenues,Bukwo District,District Government,"5,000",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Locally Raised Revenues
Revenue,Development Revenues,Bukwo District,District Government,"65,461",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Donor Funding
Revenue,Development Revenues,Bukwo District,District Government,"102,322",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Donor Funding
Revenue,Development Revenues,Bukwo District,District Government,"22,432",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Bukwo District,District Government,"19,712",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"155,350",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"199,045",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"86,231",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Non Wage
Expenditure,Recurrent Expenditure,Bukwo District,District Government,"82,657",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Non Wage
Expenditure,Development Expenditure,Bukwo District,District Government,"22,432",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,"19,712",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Domestic Development
Expenditure,Development Expenditure,Bukwo District,District Government,"65,461",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 567,Donor Development
Expenditure,Development Expenditure,Bukwo District,District Government,"102,322",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 567,Donor Development
Revenue,Recurrent Revenues,Bukwo District,District Government,"22,532",Workplan 10: Planning,2013/14 Approved Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"22,532",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 567,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Bukwo District,District Government,"1,089",Workplan 10: Planning,2013/14 Approved Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Bukwo District,District Government,245,Workplan 10: Planning,2014/15 Proposed Budget,Vote: 567,Multi-Sectoral Transfers to LLGs
