This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Stock quote and option quote for AAPL on 9/17/14 16:11:16

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
101.61,Q,+.75,101.61,Q,101.62,Q,15 x 31,"56,646,602",101.27,101.80,100.5922

UNDERLYING EXTRA INFO
Yield,PE,EPS,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
1.85%,16.34,6.22,.47,Q,8/7/14,103.74,63.9286,"5,987,867,000",.9006

SEP 14  (2)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,1.26,A,+.03,1.25,H,1.27,N,OCT 14,105,4.55,C,4.65,C,4.60,M,-.55,,
,,1.07,Z,+.01,1.05,H,1.07,N,OCT 14,105.71,5.05,C,5.15,A,5.12,C,-.93,,
,,.90,N,+.02,.88,H,.90,H,OCT 14,106.43,5.60,A,5.70,A,7.59,C,0,,
,,.75,N,-.05,.74,H,.75,N,OCT 14,107.14,6.15,C,6.30,C,6.90,M,-.30,,
,,.63,C,+.03,.62,H,.63,Q,OCT 14,107.86,6.75,C,6.90,A,7.50,Z,-.20,,
,,.52,C,0,.51,C,.53,H,OCT 14,108.57,7.35,C,7.50,C,7.45,A,-1.65,,
,,.43,Z,-.02,.43,H,.44,Z,OCT 14,109.29,8.00,A,8.15,A,8.45,Z,+.20,,
,,.37,C,-.01,.36,Q,.37,Z,OCT 14,110,8.65,A,8.75,A,9.20,Q,-.55,,
,,.31,C,0,.30,I,.31,H,OCT 14,110.71,9.30,A,9.40,A,9.55,C,-.15,,
,,.26,Q,-.03,.25,H,.26,H,OCT 14,111.43,9.95,C,10.10,A,9.90,C,-.55,,
,,.19,I,-.06,.21,H,.22,H,OCT 14,112.14,10.60,X,10.75,X,11.00,X,-1.35,,
,,.15,C,-.05,.17,H,.18,Q,OCT 14,112.86,11.30,A,11.45,A,11.60,Z,-1.65,,
,,.13,C,-.02,.14,H,.16,H,OCT 14,113.57,12.00,C,12.15,X,12.19,C,-.43,,
,,.14,M,+.01,.12,Z,.13,H,OCT 14,114.29,12.70,C,12.85,A,13.31,C,0,,
,,.11,C,-.03,.10,H,.11,Q,OCT 14,115,13.35,A,13.50,I,14.10,M,0,,
,,.09,I,-.02,.08,H,.10,H,OCT 14,115.71,14.05,A,14.20,C,15.15,C,0,,
,,.08,C,0,.07,H,.09,A,OCT 14,116.43,14.80,A,14.90,Z,15.05,H,-1.50,,
,,.07,N,0,.06,H,.07,H,OCT 14,117.14,15.50,A,15.65,A,16.25,C,-.20,,
,,.07,A,0,.05,H,.07,A,OCT 14,117.86,16.20,X,16.35,A,26.55,I,0,,
,,.05,C,-.01,.05,H,.06,H,OCT 14,118.57,16.90,A,17.05,A,21.25,X,0,,
,,.06,T,0,.04,H,.05,H,OCT 14,119.29,17.60,A,17.75,A,17.25,N,0,,
,,.04,Q,-.01,.04,H,.05,H,OCT 14,120,18.30,A,18.45,X,19.05,X,-.70,,
,,.03,C,-.02,.03,H,.04,Q,OCT 14,120.71,19.00,A,19.15,C,30.10,C,0,,
,,.03,C,-.02,.03,H,.04,H,OCT 14,121.43,19.75,C,19.90,C,19.55,M,0,,
,,.06,C,0,.02,H,.03,H,OCT 14,122.86,21.15,C,21.30,C,21.90,X,-9.55,,
,,.04,N,0,.02,Q,.03,Z,OCT 14,124.29,22.60,C,22.75,C,30.00,N,0,,
,,.03,N,0,.01,Z,.02,M,OCT 14,125.71,24.00,C,24.15,C,25.00,C,0,,
,,.02,H,+.01,.01,N,.02,H,OCT 14,130,28.30,C,28.45,C,35.70,C,0,,
,,.01,C,0,0,W,.01,N,OCT 14,135,33.30,C,33.45,C,40.65,C,0,,
,,.01,C,0,0,W,.01,N,OCT 14,140,38.30,C,38.45,C,38.70,M,0,,
,,.01,M,0,0,W,.01,N,OCT 14,145,43.30,C,43.45,C,44.10,Z,0,,
,,.01,M,0,0,W,.01,N,OCT 14,150,48.30,C,48.45,C,46.70,X,0,,

OCT 14  (30)  10 (Mini)
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,40.00,H,0,39.35,N,39.65,A,OCT 14,62.14,0,B,.10,A,, ,,,
,,38.37,H,0,38.60,A,38.95,A,OCT 14,62.86,0,Q,.10,A,, ,,,
,,38.30,A,0,37.90,A,38.25,A,OCT 14,63.57,0,B,.10,A,.05,H,0,,
,,38.50,A,0,37.20,N,37.50,A,OCT 14,64.29,0,B,.08,N,.10,A,0,,
,,, ,,36.45,A,36.80,A,OCT 14,65,0,B,.10,A,.19,N,0,,
,,30.50,H,0,35.75,A,36.10,A,OCT 14,65.71,0,Q,.10,A,, ,,,
,,28.40,Q,0,35.05,A,35.40,N,OCT 14,66.43,0,Q,.10,A,, ,,,
,,, ,,34.30,A,34.65,A,OCT 14,67.14,0,B,.10,A,.10,Q,0,,
,,, ,,33.60,A,33.95,A,OCT 14,67.86,0,B,.09,N,.05,A,0,,
,,26.55,H,0,32.90,A,33.25,A,OCT 14,68.57,0,B,.09,N,.03,Z,0,,
,,31.65,Q,0,32.20,A,32.50,N,OCT 14,69.29,0,B,.10,A,, ,,,
,,25.85,X,0,31.45,A,31.80,A,OCT 14,70,0,B,.10,A,.13,Q,0,,
,,30.10,H,0,30.80,N,31.10,A,OCT 14,70.71,0,B,.10,A,.06,A,0,,
,,30.20,A,+2.08,30.05,A,30.40,A,OCT 14,71.43,0,B,.10,N,.05,Q,+.01,,
,,31.45,H,0,29.35,A,29.70,N,OCT 14,72.14,0,B,.10,N,.08,N,0,,
,,21.30,X,0,28.65,A,28.95,A,OCT 14,72.86,0,B,.10,N,.05,X,0,,
,,28.90,Q,0,27.95,A,28.25,A,OCT 14,73.57,0,B,.11,A,.43,I,0,,
,,21.00,A,0,27.25,N,27.55,A,OCT 14,74.29,0,B,.10,N,.05,H,0,,
,,25.00,X,0,26.50,A,26.80,N,OCT 14,75,0,B,.11,A,.05,X,0,,
,,25.65,B,0,25.80,N,26.10,A,OCT 14,75.71,0,B,.10,N,.05,X,0,,
,,24.90,Z,0,25.10,A,25.40,A,OCT 14,76.43,0,B,.10,N,.10,N,0,,
,,19.70,Z,0,24.40,A,24.70,A,OCT 14,77.14,0,B,.11,A,.11,Z,0,,
,,23.00,Q,0,23.65,A,23.95,N,OCT 14,77.86,0,B,.11,N,.05,A,0,,
,,21.30,H,0,22.95,N,23.25,A,OCT 14,78.57,0,B,.11,N,.06,H,-.26,,
,,21.90,Z,+4.02,22.25,H,22.55,A,OCT 14,79.29,0,B,.11,N,.13,Q,0,,
,,21.02,I,-1.28,21.55,Z,21.85,A,OCT 14,80,0,B,.12,A,.56,Q,0,,
,,15.10,Z,0,20.85,A,21.10,A,OCT 14,80.71,0,B,.13,A,.15,Q,0,,
,,18.79,X,0,20.10,A,20.40,A,OCT 14,81.43,0,B,.11,N,.06,I,-.02,,
,,19.55,A,0,19.40,A,19.70,A,OCT 14,82.14,0,B,.11,X,.22,X,0,,
,,18.00,H,0,18.70,A,18.95,A,OCT 14,82.86,.01,N,.10,X,.75,H,0,,
,,16.85,Q,0,18.00,A,18.25,A,OCT 14,83.57,0,Q,.11,Z,1.40,B,0,,
,,17.57,B,0,17.30,A,17.55,A,OCT 14,84.29,.03,Z,.12,Z,.94,A,0,,
,,14.85,H,0,16.60,A,16.85,A,OCT 14,85,.03,N,.13,X,.24,I,0,,
,,14.30,X,0,15.85,A,16.15,N,OCT 14,85.71,.04,N,.14,Z,.41,A,0,,
,,13.80,Z,0,15.15,A,15.45,A,OCT 14,86.43,.05,Z,.15,Z,1.35,B,0,,
,,13.95,Q,-1.60,14.45,A,14.70,I,OCT 14,87.14,.06,Z,.17,Z,1.81,X,0,,
,,12.20,N,0,13.75,A,14.05,A,OCT 14,87.86,.08,Z,.18,Z,.75,Q,0,,
,,13.55,X,0,13.05,A,13.35,A,OCT 14,88.57,.10,N,.19,N,.22,Q,0,,
,,11.00,H,0,12.35,A,12.65,A,OCT 14,89.29,.07,Z,.23,A,.48,H,0,,
,,11.57,I,-.63,11.65,A,11.95,A,OCT 14,90,.14,N,.23,Q,.39,Z,0,,
,,11.25,H,0,11.00,A,11.25,A,OCT 14,90.71,.17,N,.25,Q,.35,X,0,,
,,10.30,A,0,10.30,A,10.60,A,OCT 14,91.43,.20,N,.29,Z,3.05,X,0,,
,,8.60,A,0,9.65,X,9.90,A,OCT 14,92.14,.24,Q,.35,A,1.15,H,0,,
,,9.20,H,+1.80,8.95,A,9.25,N,OCT 14,92.86,.30,Z,.39,A,.42,I,0,,
,,8.90,H,0,8.35,A,8.60,A,OCT 14,93.57,.36,Z,.45,A,.70,A,0,,
,,6.30,N,0,7.70,I,7.95,I,OCT 14,94.29,.44,N,.52,I,.63,I,0,,
,,6.75,H,-1.16,7.05,I,7.30,I,OCT 14,95,.53,N,.62,A,.80,H,0,,
,,5.57,A,0,6.50,I,6.70,I,OCT 14,95.71,.64,N,.74,N,2.20,H,0,,
,,5.04,I,0,5.90,I,6.15,I,OCT 14,96.43,.77,N,.87,N,1.24,B,0,,
,,5.15,Z,-1.50,5.35,A,5.55,I,OCT 14,97.14,.90,Z,1.03,N,2.65,B,0,,
,,5.55,B,0,4.80,A,5.05,A,OCT 14,97.86,1.08,Z,1.21,N,1.20,H,-.80,,
,,4.40,H,+1.10,4.35,B,4.55,N,OCT 14,98.57,1.31,Z,1.42,N,1.93,Z,0,,
,,3.70,I,+.31,3.85,N,4.05,I,OCT 14,99.29,1.52,A,1.66,A,1.61,H,-.43,,
,,1.30,A,+.23,1.22,Z,1.31,A,OCT 14,105,4.50,N,4.75,N,4.60,N,0,,
,,.30,B,-.32,.34,N,.40,B,OCT 14,110,8.60,N,8.85,Z,8.70,A,0,,

OCT4 14  (37)  100 (Weeklys)
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,16.95,C,0,15.15,H,17.70,H,OCT4 14,85,.10,C,.27,A,.16,I,-.02,,
,,, ,,15.50,H,16.70,M,OCT4 14,86,.13,C,.42,C,.29,X,0,,
,,15.65,C,0,14.65,A,15.25,A,OCT4 14,87,.17,C,.36,C,.24,C,-.09,,
,,13.54,C,0,13.55,X,14.40,A,OCT4 14,88,.25,C,.34,C,.28,C,-.14,,
,,, ,,12.00,X,13.85,A,OCT4 14,89,.29,A,.40,C,.45,C,0,,
,,11.65,Q,0,11.65,X,12.35,A,OCT4 14,90,.38,A,.45,A,.40,C,-.12,,
,,10.67,C,0,10.20,A,11.85,C,OCT4 14,91,.47,N,.56,C,.67,C,0,,
,,7.56,C,0,9.60,C,10.55,X,OCT4 14,92,.55,N,.68,A,.65,Q,-.15,,
,,7.98,I,0,8.45,A,9.65,C,OCT4 14,93,.68,A,.98,C,.87,C,-.17,,
,,7.45,M,0,7.65,C,8.85,C,OCT4 14,94,.87,A,1.10,C,1.08,Q,-.17,,
,,7.60,H,+.15,7.25,A,8.05,C,OCT4 14,95,1.07,C,1.29,A,1.10,N,-.27,,
,,6.60,N,0,6.05,X,7.20,A,OCT4 14,96,1.28,A,1.55,C,1.48,C,-.14,,
,,6.30,Q,+.80,5.60,A,6.45,A,OCT4 14,97,1.54,C,1.79,C,1.85,H,-.03,,
,,5.17,C,+.47,4.90,X,5.90,C,OCT4 14,98,1.84,X,2.29,X,2.03,I,-.55,,
,,5.00,N,+.30,4.65,A,5.10,C,OCT4 14,99,2.21,A,2.50,C,2.35,C,-.60,,
,,4.27,B,+.17,4.10,A,4.50,A,OCT4 14,100,2.63,A,2.88,C,2.80,Q,-.24,,
,,3.85,Q,+.35,3.75,N,3.85,N,OCT4 14,101,3.05,M,3.20,C,3.40,Q,0,,
,,3.20,H,+.06,3.20,C,3.40,N,OCT4 14,102,3.55,A,3.80,A,3.50,N,-.75,,
,,2.80,C,+.15,2.80,N,2.87,N,OCT4 14,103,4.10,N,4.75,C,4.15,C,0,,
,,2.45,Q,+.20,2.23,A,2.45,H,OCT4 14,104,4.55,C,5.55,C,4.92,C,-1.33,,
,,2.03,C,+.07,1.92,A,2.14,N,OCT4 14,105,5.20,C,5.95,C,5.25,Q,0,,
,,1.75,N,+.10,1.61,A,1.80,N,OCT4 14,106,5.85,X,7.00,C,, ,,,
,,1.30,Q,-.05,1.23,A,1.54,A,OCT4 14,107,6.55,C,7.75,A,, ,,,
,,1.13,H,+.02,1.01,A,1.27,C,OCT4 14,108,7.30,C,8.50,C,, ,,,
,,.90,M,0,.86,A,1.07,C,OCT4 14,109,8.10,C,9.05,C,8.56,C,,,
,,.82,H,+.03,.71,A,.90,A,OCT4 14,110,8.50,X,10.15,C,9.50,H,0,,
,,.65,C,+.10,.60,A,.70,Q,OCT4 14,111,9.35,C,11.00,C,, ,,,
,,.55,N,-.19,.49,C,.62,A,OCT4 14,112,10.20,C,11.85,C,, ,,,
,,.51,C,0,.40,C,.52,A,OCT4 14,113,11.10,A,12.75,A,, ,,,
,,.36,C,,.27,C,.44,C,OCT4 14,114,12.05,X,13.70,A,, ,,,
,,.28,C,+.03,.20,C,.34,C,OCT4 14,115,12.95,X,14.60,A,, ,,,

OCT4 14  (37)  10 (Mini)
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,, ,,15.60,A,16.05,N,OCT4 14,86,.05,Z,.43,A,, ,,,
,,, ,,14.65,A,15.10,N,OCT4 14,87,.11,Z,.45,Z,, ,,,
,,, ,,13.70,Z,14.15,A,OCT4 14,88,.16,Z,.50,Z,, ,,,
,,, ,,12.75,A,13.15,N,OCT4 14,89,.19,N,.56,N,, ,,,
,,, ,,11.85,Z,12.30,A,OCT4 14,90,.27,N,.63,N,1.42,N,0,,
,,, ,,10.90,A,11.35,A,OCT4 14,91,.26,N,.69,A,, ,,,
,,, ,,10.00,A,10.45,A,OCT4 14,92,.39,Z,.78,A,, ,,,
,,, ,,9.15,A,9.55,A,OCT4 14,93,.55,Z,.91,N,, ,,,
,,, ,,8.30,A,8.75,A,OCT4 14,94,.72,Z,1.10,A,2.29,A,0,,
,,6.15,N,0,7.50,A,7.95,N,OCT4 14,95,.96,N,1.30,A,, ,,,
,,, ,,6.75,Z,7.20,A,OCT4 14,96,1.20,Z,1.55,A,1.10,N,0,,
,,, ,,6.00,Z,6.45,N,OCT4 14,97,1.42,Z,1.81,N,2.18,A,0,,
,,, ,,5.30,N,5.80,A,OCT4 14,98,1.74,Z,2.12,A,2.10,A,,,
,,4.50,A,0,4.70,Z,5.15,A,OCT4 14,99,2.11,N,2.47,A,3.20,A,0,,
,,3.85,A,0,4.10,Z,4.55,A,OCT4 14,100,2.55,Z,2.86,N,4.50,Z,0,,
,,4.20,Z,0,3.55,Z,4.00,A,OCT4 14,101,2.89,Z,3.35,A,3.15,A,0,,
,,3.45,A,+.45,3.05,Z,3.50,A,OCT4 14,102,3.45,N,3.80,A,3.80,N,,,
,,2.65,A,0,2.58,N,2.96,A,OCT4 14,103,3.90,N,4.35,A,, ,,,
,,2.20,Z,0,2.17,A,2.56,N,OCT4 14,104,4.60,Z,4.95,A,, ,,,
,,2.25,B,0,1.79,N,2.17,A,OCT4 14,105,5.10,A,5.60,A,, ,,,
,,1.85,N,0,1.49,Z,1.87,N,OCT4 14,106,5.80,A,6.25,N,, ,,,
,,1.40,A,+.20,1.21,N,1.58,N,OCT4 14,107,6.50,A,7.00,A,, ,,,
,,, ,,.99,Z,1.35,N,OCT4 14,108,7.30,A,7.75,A,, ,,,
,,, ,,.79,Z,1.12,N,OCT4 14,109,8.15,Z,8.55,A,, ,,,
,,, ,,.61,N,.95,N,OCT4 14,110,8.90,A,9.40,A,, ,,,
,,, ,,.44,N,.82,N,OCT4 14,111,9.85,Z,10.25,A,, ,,,
,,, ,,.33,N,.73,N,OCT4 14,112,10.65,A,11.10,A,, ,,,
,,, ,,.23,N,.63,N,OCT4 14,113,11.60,Z,12.00,A,, ,,,
,,, ,,.18,N,.57,A,OCT4 14,114,12.50,N,12.95,A,, ,,,
,,, ,,.12,Z,.50,A,OCT4 14,115,13.40,A,13.85,A,, ,,,

OCT5 14  (44)  100 (Weeklys)
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,16.05,M,-.35,16.70,A,17.00,A,OCT5 14,85,.19,C,.26,C,.24,C,-.07,,
,,, ,,15.75,A,16.10,A,OCT5 14,86,.24,C,.32,C,.45,Q,0,,
,,, ,,14.80,A,15.15,A,OCT5 14,87,.29,C,.38,C,.35,X,-.12,,
,,, ,,13.85,A,14.20,A,OCT5 14,88,.35,A,.44,C,.42,A,-.11,,
,,, ,,12.95,A,13.25,A,OCT5 14,89,.41,C,.51,C,.45,M,-.15,,
,,11.95,Q,-.55,12.05,A,12.40,C,OCT5 14,90,.53,C,.60,A,.55,A,-.13,,
,,11.25,M,+.85,11.15,C,11.45,C,OCT5 14,91,.62,A,.72,C,.73,I,-.21,,
,,7.85,X,0,10.30,A,10.55,A,OCT5 14,92,.76,A,.86,C,.88,M,-.12,,
,,9.61,C,-.39,9.45,A,9.75,C,OCT5 14,93,.92,A,1.03,C,1.11,C,-.05,,
,,8.80,C,-.80,8.65,A,8.95,C,OCT5 14,94,1.11,A,1.22,C,1.14,M,-.38,,
,,8.05,H,+.38,8.00,A,8.15,C,OCT5 14,95,1.35,H,1.45,C,1.49,A,-.17,,
,,8.46,C,0,7.15,C,7.40,C,OCT5 14,96,1.61,H,1.66,N,1.69,C,-.20,,
,,6.57,C,+.27,6.45,C,6.65,Q,OCT5 14,97,1.90,H,2.00,C,1.95,C,-.49,,
,,5.89,C,+.64,5.80,C,6.00,N,OCT5 14,98,2.22,A,2.32,N,2.35,C,-.25,,
,,5.35,A,+.55,5.20,C,5.40,C,OCT5 14,99,2.59,C,2.72,C,2.60,Q,-.40,,
,,4.68,C,+.28,4.70,Z,4.80,C,OCT5 14,100,3.00,C,3.15,C,3.05,Z,-.40,,
,,4.20,Z,+.29,4.15,A,4.25,C,OCT5 14,101,3.45,A,3.60,A,3.62,C,-1.18,,
,,3.62,B,+.17,3.65,C,3.75,N,OCT5 14,102,3.95,C,4.05,N,4.00,Z,-.40,,
,,3.25,Z,+.25,3.20,Z,3.30,C,OCT5 14,103,4.50,C,4.65,C,4.55,Z,-.55,,
,,2.75,H,+.31,2.79,Z,2.83,N,OCT5 14,104,5.05,C,5.25,A,5.11,C,0,,
,,2.37,C,+.11,2.42,Z,2.44,N,OCT5 14,105,5.65,A,5.90,C,7.00,M,0,,
,,2.05,H,+.05,2.05,C,2.12,A,OCT5 14,106,6.35,C,6.55,C,, ,,,
,,1.81,N,+.12,1.73,C,1.82,N,OCT5 14,107,7.05,C,7.25,C,6.39,X,0,,
,,1.35,M,0,1.45,C,1.57,A,OCT5 14,108,7.75,C,8.00,C,, ,,,
,,1.31,C,+.24,1.23,C,1.33,C,OCT5 14,109,8.55,A,8.80,C,9.35,H,,,
,,1.07,A,-.03,1.06,C,1.13,A,OCT5 14,110,9.35,C,9.60,C,10.20,M,,,
,,.92,Q,+.14,.88,C,.96,C,OCT5 14,111,10.15,C,10.45,C,11.05,M,,,
,,.80,A,-.15,.74,C,.81,A,OCT5 14,112,11.00,A,11.30,C,, ,,,
,,.76,C,0,.62,C,.69,A,OCT5 14,113,11.85,A,12.15,C,, ,,,
,,.57,Q,+.10,.51,C,.59,A,OCT5 14,114,12.75,C,13.05,A,, ,,,

OCT5 14  (44)  10 (Mini)
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,, ,,15.70,A,16.10,N,OCT5 14,86,.02,N,.52,N,, ,,,
,,, ,,14.75,A,15.20,N,OCT5 14,87,.10,N,.56,N,, ,,,
,,, ,,13.80,A,14.25,N,OCT5 14,88,.16,A,.60,N,, ,,,
,,, ,,12.90,Z,13.35,A,OCT5 14,89,.25,N,.71,N,, ,,,
,,, ,,12.00,Z,12.40,N,OCT5 14,90,.35,N,.80,Z,, ,,,
,,, ,,11.10,A,11.55,N,OCT5 14,91,.46,N,.90,A,, ,,,
,,, ,,10.25,Z,10.65,Z,OCT5 14,92,.59,N,1.05,A,1.25,N,0,,
,,, ,,9.40,A,9.80,N,OCT5 14,93,.78,Z,1.20,N,, ,,,
,,, ,,8.60,Z,9.00,N,OCT5 14,94,.99,Z,1.38,N,, ,,,
,,, ,,7.80,A,8.30,A,OCT5 14,95,1.19,N,1.57,N,, ,,,
,,, ,,7.10,Z,7.55,A,OCT5 14,96,1.48,Z,1.87,N,1.67,A,,,
,,, ,,6.35,A,6.85,A,OCT5 14,97,1.78,Z,2.16,N,2.07,N,,,
,,6.45,A,0,5.70,A,6.20,A,OCT5 14,98,2.04,N,2.50,A,2.30,N,0,,
,,, ,,5.05,A,5.45,N,OCT5 14,99,2.43,Z,2.87,A,, ,,,
,,4.90,A,0,4.50,A,4.95,N,OCT5 14,100,2.92,Z,3.30,A,, ,,,
,,4.05,A,0,3.95,A,4.35,N,OCT5 14,101,3.25,A,3.75,A,4.25,A,0,,
,,3.75,Z,-.45,3.45,A,3.95,A,OCT5 14,102,3.90,Z,4.25,A,4.25,A,0,,
,,2.95,A,-.80,3.00,A,3.45,N,OCT5 14,103,4.30,A,4.80,A,, ,,,
,,2.60,N,,2.56,A,3.05,A,OCT5 14,104,5.00,Z,5.35,A,, ,,,
,,2.10,B,0,2.22,N,2.70,A,OCT5 14,105,5.50,A,6.00,A,, ,,,
,,, ,,1.87,N,2.34,A,OCT5 14,106,6.30,Z,6.65,A,, ,,,
,,, ,,1.57,N,2.03,A,OCT5 14,107,6.95,Z,7.35,A,, ,,,
,,, ,,1.32,N,1.73,Z,OCT5 14,108,7.60,A,8.10,A,, ,,,
,,, ,,1.09,A,1.55,N,OCT5 14,109,8.45,Z,8.85,Z,, ,,,
,,1.20,A,0,.89,A,1.20,Z,OCT5 14,110,9.20,A,9.65,Z,, ,,,
,,, ,,.71,N,1.17,Z,OCT5 14,111,10.10,Z,10.50,A,, ,,,
,,, ,,.56,N,1.03,A,OCT5 14,112,10.90,A,11.35,Z,, ,,,
,,, ,,.43,A,.88,N,OCT5 14,113,11.80,Z,12.25,A,, ,,,
,,, ,,.31,N,.77,N,OCT5 14,114,12.65,A,13.10,Z,, ,,,

NOV 14  (65)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,53.95,X,-.40,54.10,C,54.25,C,NOV 14,47.5,0,W,.01,H,.01,N,0,,
,,49.50,X,0,51.60,C,51.75,C,NOV 14,50,0,C,.01,N,.01,A,0,,
,,46.55,C,+1.70,46.60,C,46.75,C,NOV 14,55,0,W,.01,N,.01,C,0,,
,,41.35,X,-.45,41.60,C,41.75,C,NOV 14,60,.01,Z,.04,H,.03,N,0,,
,,35.80,X,-1.25,36.65,A,36.80,A,NOV 14,65,.02,H,.04,N,.04,N,0,,
,,31.50,X,-.50,31.65,X,31.80,C,NOV 14,70,.05,H,.08,H,.06,C,0,,
,,25.92,C,0,26.70,C,26.85,C,NOV 14,75,.10,H,.12,X,.11,Q,-.01,,
,,22.00,C,+.55,21.75,A,21.90,A,NOV 14,80,.18,H,.21,X,.18,X,-.08,,
,,16.90,Q,+.83,16.90,A,17.05,A,NOV 14,85,.38,Q,.40,M,.39,N,-.11,,
,,14.60,M,+.40,14.60,I,14.75,X,NOV 14,87.5,.56,Q,.58,C,.58,Q,-.15,,
,,12.37,I,+.37,12.30,A,12.50,C,NOV 14,90,.84,N,.87,C,.87,A,-.17,,
,,10.15,H,+.15,10.20,C,10.35,C,NOV 14,92.5,1.27,N,1.29,Z,1.33,Z,-.21,,
,,8.21,A,+.26,8.30,C,8.45,A,NOV 14,95,1.88,Q,1.90,H,1.95,N,-.25,,
,,6.65,H,+.20,6.55,C,6.70,A,NOV 14,97.5,2.69,C,2.72,Q,2.72,B,-.58,,
,,5.01,X,+.11,5.05,C,5.20,C,NOV 14,100,3.70,C,3.80,A,3.75,Q,-.45,,
,,2.85,Q,+.10,2.82,Q,2.86,C,NOV 14,105,6.45,C,6.60,C,6.70,Q,-.65,,
,,1.46,A,+.06,1.43,M,1.46,H,NOV 14,110,10.05,C,10.25,C,10.80,Q,-.05,,
,,.71,C,-.02,.70,Q,.72,H,NOV 14,115,14.35,C,14.50,C,14.41,I,+.29,,
,,.34,W,-.04,.34,C,.36,C,NOV 14,120,19.00,C,19.15,X,19.10,H,-1.90,,
,,.17,X,-.03,.17,C,.19,C,NOV 14,125,23.80,X,24.00,X,23.80,C,0,,
,,.11,A,-.06,.10,C,.12,H,NOV 14,130,28.75,X,28.90,X,31.20,C,0,,
,,.07,C,-.01,.05,C,.08,H,NOV 14,135,33.70,X,33.85,X,34.40,X,0,,
,,.03,N,0,.02,H,.03,N,NOV 14,140,38.65,X,38.85,X,41.15,C,0,,
,,.01,N,-.01,.01,M,.02,N,NOV 14,145,43.65,X,43.85,X,44.20,C,0,,
,,.01,N,0,0,N,.01,N,NOV 14,150,48.65,C,48.80,X,49.05,X,0,,

DEC 14  (93)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,41.55,I,+1.45,41.60,X,41.80,A,DEC 14,60,.03,A,.06,Z,.05,Q,0,,
,,37.15,H,0,36.65,A,36.80,A,DEC 14,65,.05,H,.09,H,.09,H,0,,
,,31.00,H,0,31.65,A,31.85,A,DEC 14,70,.09,H,.11,N,.12,N,-.01,,
,,26.05,Q,0,26.70,A,26.90,A,DEC 14,75,.17,H,.19,N,.22,I,0,,
,,22.00,N,+.80,21.80,A,22.00,A,DEC 14,80,.31,H,.33,N,.36,C,-.05,,
,,16.72,C,+.07,17.05,A,17.20,A,DEC 14,85,.58,C,.62,H,.65,C,-.07,,
,,12.70,Q,+.35,12.65,Z,12.75,C,DEC 14,90,1.20,C,1.24,H,1.20,H,-.24,,
,,10.65,M,+.80,10.60,A,10.75,X,DEC 14,92.5,1.70,C,1.75,H,1.82,C,-.20,,
,,8.75,Q,+.22,8.75,I,8.85,C,DEC 14,95,2.38,C,2.43,H,2.46,Q,-.30,,
,,7.10,C,+.15,7.10,C,7.20,A,DEC 14,97.5,3.25,C,3.30,H,3.37,C,-.33,,
,,5.65,Q,+.05,5.65,C,5.75,X,DEC 14,100,4.30,C,4.40,C,4.50,C,-.25,,
,,3.40,N,+.15,3.35,C,3.45,N,DEC 14,105,7.05,C,7.15,A,7.20,A,-.85,,
,,1.93,Q,+.01,1.92,N,1.95,C,DEC 14,110,10.55,C,10.70,A,11.10,M,-.25,,
,,1.04,H,-.01,1.03,N,1.06,Z,DEC 14,115,14.65,A,14.80,C,16.20,Z,0,,
,,.58,Q,-.02,.55,C,.59,H,DEC 14,120,19.20,X,19.35,H,20.89,C,0,,
,,.33,H,-.01,.31,N,.33,C,DEC 14,125,23.95,X,24.10,H,23.50,Q,0,,
,,.23,B,0,.18,I,.21,H,DEC 14,130,28.80,A,29.00,A,30.00,Q,0,,
,,.12,A,-.01,.11,H,.14,H,DEC 14,135,33.75,A,33.95,A,36.20,C,0,,
,,.09,C,0,.06,C,.10,H,DEC 14,140,38.70,A,38.90,A,, ,,,
,,.06,A,0,.04,I,.07,H,DEC 14,145,43.70,A,43.85,C,, ,,,
