file,row,col,error-type,error
domestic-revenue-finance-and-expenditure.csv,12001,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12022,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12043,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12064,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12085,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12106,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12127,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12148,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12169,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12190,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12211,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12232,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12253,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12274,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12295,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12316,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12337,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12357,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12358,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12378,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12379,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12399,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12400,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12420,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12421,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12441,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12442,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12462,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12463,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12483,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12484,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12504,3,Reference Misidentification,'est' is not in /reference/budget-type.csv
domestic-revenue-finance-and-expenditure.csv,12505,3,Reference Misidentification,'revised-prog' is not in /reference/budget-type.csv
